Date,Open,High,Low,Close,Adj Close,Volume,Day
2014-01-17,168.100006,168.100006,168.100006,168.100006,92.305138,0,81
2014-01-21,168.529999,168.529999,168.529999,168.529999,92.541267,0,82
2014-01-22,168.800003,168.800003,168.800003,168.800003,92.689522,0,83
2014-01-23,167.330002,167.330002,167.330002,167.330002,91.882339,0,84
2014-01-24,163.830002,163.830002,163.830002,163.830002,89.960464,0,85
2014-01-27,162.699997,162.699997,162.699997,162.699997,89.339951,0,86
2014-01-28,164.190002,164.190002,164.190002,164.190002,90.15815,0,87
2014-01-29,162.919998,162.919998,162.919998,162.919998,89.460754,0,88
2014-01-30,164.610001,164.610001,164.610001,164.610001,90.388748,0,89
2014-01-31,163.320007,163.320007,163.320007,163.320007,89.68042,0,90
2014-02-03,159.710007,159.710007,159.710007,159.710007,87.69812,0,91
2014-02-04,161.020004,161.020004,161.020004,161.020004,88.417458,0,92
2014-02-05,160.789993,160.789993,160.789993,160.789993,88.291145,0,93
2014-02-06,162.740005,162.740005,162.740005,162.740005,89.361954,0,94
2014-02-07,164.880005,164.880005,164.880005,164.880005,90.537041,0,95
2014-02-10,164.429993,164.429993,164.429993,164.429993,90.289925,0,96
2014-02-11,166.389999,166.389999,166.389999,166.389999,91.36618,0,97
2014-02-12,166.440002,166.440002,166.440002,166.440002,91.393631,0,98
2014-02-13,167.270004,167.270004,167.270004,167.270004,91.849388,0,99
2014-02-14,168.080002,168.080002,168.080002,168.080002,92.294189,0,100
2014-02-18,168.570007,168.570007,168.570007,168.570007,92.563225,0,101
2014-02-19,167,167,167,167,91.701134,0,102
2014-02-20,167.830002,167.830002,167.830002,167.830002,92.156898,0,103
2014-02-21,167.720001,167.720001,167.720001,167.720001,92.096519,0,104
2014-02-24,169.130005,169.130005,169.130005,169.130005,92.87072,0,105
2014-02-25,168.570007,168.570007,168.570007,168.570007,92.563225,0,106
2014-02-26,168.860001,168.860001,168.860001,168.860001,92.722458,0,107
2014-02-27,169.970001,169.970001,169.970001,169.970001,93.33197,0,108
2014-02-28,170.679993,170.679993,170.679993,170.679993,93.721855,0,109
2014-03-03,168.839996,168.839996,168.839996,168.839996,92.711494,0,110
2014-03-04,171.550003,171.550003,171.550003,171.550003,94.199547,0,111
2014-03-05,171.940002,171.940002,171.940002,171.940002,94.413719,0,112
2014-03-06,172.690002,172.690002,172.690002,172.690002,94.825569,0,113
2014-03-07,172.610001,172.610001,172.610001,172.610001,94.781624,0,114
2014-03-10,172.380005,172.380005,172.380005,172.380005,94.655327,0,115
2014-03-11,171.100006,171.100006,171.100006,171.100006,93.952492,0,116
2014-03-12,170.770004,170.770004,170.770004,170.770004,93.771255,0,117
2014-03-13,168.529999,168.529999,168.529999,168.529999,92.541267,0,118
2014-03-14,168.029999,168.029999,168.029999,168.029999,92.266716,0,119
2014-03-17,169.619995,169.619995,169.619995,169.619995,93.139786,0,120
2014-03-18,171.009995,171.009995,171.009995,171.009995,93.903053,0,121
2014-03-19,170.809998,170.809998,170.809998,170.809998,93.793236,0,122
2014-03-20,172.039993,172.039993,172.039993,172.039993,94.468658,0,123
2014-03-21,171.509995,171.509995,171.509995,171.509995,94.177597,0,124
2014-03-24,170.960007,170.960007,170.960007,170.960007,93.875626,0,125
2014-03-25,171.759995,171.759995,171.759995,171.759995,94.314896,0,126
2014-03-26,169.639999,169.639999,169.639999,169.639999,93.77317,0,127
2014-03-27,169.270004,169.270004,169.270004,169.270004,93.568642,0,128
2014-03-28,170.300003,170.300003,170.300003,170.300003,94.137993,0,129
2014-03-31,171.809998,171.809998,171.809998,171.809998,94.972694,0,130
2014-04-01,172.889999,172.889999,172.889999,172.889999,95.56971,0,131
2014-04-02,173.630005,173.630005,173.630005,173.630005,95.978767,0,132
2014-04-03,173.330002,173.330002,173.330002,173.330002,95.81292,0,133
2014-04-04,171.100006,171.100006,171.100006,171.100006,94.580246,0,134
2014-04-07,168.710007,168.710007,168.710007,168.710007,93.259079,0,135
2014-04-08,169.389999,169.389999,169.389999,169.389999,93.634972,0,136
2014-04-09,171.399994,171.399994,171.399994,171.399994,94.746048,0,137
2014-04-10,167.830002,167.830002,167.830002,167.830002,92.772644,0,138
2014-04-11,166.009995,166.009995,166.009995,166.009995,91.766586,0,139
2014-04-14,167.300003,167.300003,167.300003,167.300003,92.479668,0,140
2014-04-15,167.990005,167.990005,167.990005,167.990005,92.861099,0,141
2014-04-16,169.589996,169.589996,169.589996,169.589996,93.745522,0,142
2014-04-17,169.800003,169.800003,169.800003,169.800003,93.861626,0,143
2014-04-21,170.429993,170.429993,170.429993,170.429993,94.209846,0,144
2014-04-22,171.339996,171.339996,171.339996,171.339996,94.712875,0,145
2014-04-23,171.229996,171.229996,171.229996,171.229996,94.652092,0,146
2014-04-24,171.009995,171.009995,171.009995,171.009995,94.530479,0,147
2014-04-25,169.770004,169.770004,169.770004,169.770004,93.845062,0,148
2014-04-28,169.539993,169.539993,169.539993,169.539993,93.717857,0,149
2014-04-29,170.639999,170.639999,170.639999,170.639999,94.32592,0,150
2014-04-30,170.919998,170.919998,170.919998,170.919998,94.480721,0,151
2014-05-01,171.039993,171.039993,171.039993,171.039993,94.547066,0,152
2014-05-02,170.979996,170.979996,170.979996,170.979996,94.513863,0,153
2014-05-05,170.899994,170.899994,170.899994,170.899994,94.469658,0,154
2014-05-06,169.300003,169.300003,169.300003,169.300003,93.585213,0,155
2014-05-07,169.990005,169.990005,169.990005,169.990005,93.96666,0,156
2014-05-08,169.740005,169.740005,169.740005,169.740005,93.828453,0,157
2014-05-09,170.029999,170.029999,170.029999,170.029999,93.988747,0,158
2014-05-12,172.039993,172.039993,172.039993,172.039993,95.099846,0,159
2014-05-13,172.029999,172.029999,172.029999,172.029999,95.094307,0,160
2014-05-14,171.179993,171.179993,171.179993,171.179993,94.624443,0,161
2014-05-15,170.130005,170.130005,170.130005,170.130005,94.044029,0,162
2014-05-16,170.350006,170.350006,170.350006,170.350006,94.165627,0,163
2014-05-19,171.320007,171.320007,171.320007,171.320007,94.701859,0,164
2014-05-20,170.199997,170.199997,170.199997,170.199997,94.08271,0,165
2014-05-21,171.839996,171.839996,171.839996,171.839996,94.989281,0,166
2014-05-22,172.139999,172.139999,172.139999,172.139999,95.155106,0,167
2014-05-23,173.240005,173.240005,173.240005,173.240005,95.763168,0,168
2014-05-27,173.720001,173.720001,173.720001,173.720001,96.028473,0,169
2014-05-28,173.440002,173.440002,173.440002,173.440002,95.873741,0,170
2014-05-29,174.360001,174.360001,174.360001,174.360001,96.382271,0,171
2014-05-30,174.410004,174.410004,174.410004,174.410004,96.40992,0,172
2014-06-02,174.589996,174.589996,174.589996,174.589996,96.509407,0,173
2014-06-03,174.389999,174.389999,174.389999,174.389999,96.398827,0,174
2014-06-04,174.539993,174.539993,174.539993,174.539993,96.481758,0,175
2014-06-05,175.699997,175.699997,175.699997,175.699997,97.122986,0,176
2014-06-06,176.630005,176.630005,176.630005,176.630005,97.6371,0,177
2014-06-09,177.289993,177.289993,177.289993,177.289993,98.001892,0,178
2014-06-10,177.330002,177.330002,177.330002,177.330002,98.024025,0,179
2014-06-11,176.630005,176.630005,176.630005,176.630005,97.6371,0,180
2014-06-12,175.740005,175.740005,175.740005,175.740005,97.145111,0,181
2014-06-13,176.619995,176.619995,176.619995,176.619995,97.631531,0,182
2014-06-16,176.25,176.25,176.25,176.25,97.427025,0,183
2014-06-17,176.940002,176.940002,176.940002,176.940002,97.808441,0,184
2014-06-18,178.300003,178.300003,178.300003,178.300003,98.560219,0,185
2014-06-19,178.460007,178.460007,178.460007,178.460007,98.648689,0,186
2014-06-20,178.979996,178.979996,178.979996,178.979996,98.936104,0,187
2014-06-23,178.979996,178.979996,178.979996,178.979996,98.936104,0,188
2014-06-24,177.690002,177.690002,177.690002,177.690002,98.22303,0,189
2014-06-25,177.990005,177.990005,177.990005,177.990005,98.822655,0,190
2014-06-26,177.869995,177.869995,177.869995,177.869995,98.756035,0,191
2014-06-27,178.669998,178.669998,178.669998,178.669998,99.200218,0,192
2014-06-30,178.729996,178.729996,178.729996,178.729996,99.233521,0,193
2014-07-01,179.850006,179.850006,179.850006,179.850006,99.855354,0,194
2014-07-02,180.139999,180.139999,180.139999,180.139999,100.016342,0,195
2014-07-03,181.490005,181.490005,181.490005,181.490005,100.765915,0,196
2014-07-07,180.130005,180.130005,180.130005,180.130005,100.010834,0,197
2014-07-08,178.350006,178.350006,178.350006,178.350006,99.022552,0,198
2014-07-09,179.470001,179.470001,179.470001,179.470001,99.644348,0,199
2014-07-10,178.520004,178.520004,178.520004,178.520004,99.11692,0,200
2014-07-11,178.669998,178.669998,178.669998,178.669998,99.200218,0,201
2014-07-14,179.429993,179.429993,179.429993,179.429993,99.622162,0,202
2014-07-15,179.520004,179.520004,179.520004,179.520004,99.672142,0,203
2014-07-16,180.809998,180.809998,180.809998,180.809998,100.388359,0,204
2014-07-17,179.160004,179.160004,179.160004,179.160004,99.472282,0,205
2014-07-18,180.729996,180.729996,180.729996,180.729996,100.343941,0,206
2014-07-21,180.259995,180.259995,180.259995,180.259995,100.08297,0,207
2014-07-22,181.449997,181.449997,181.449997,181.449997,100.743698,0,208
2014-07-23,180.970001,180.970001,180.970001,180.970001,100.477188,0,209
2014-07-24,181.639999,181.639999,181.639999,181.639999,100.849174,0,210
2014-07-25,180.570007,180.570007,180.570007,180.570007,100.255104,0,211
2014-07-28,180.529999,180.529999,180.529999,180.529999,100.232872,0,212
2014-07-29,179.630005,179.630005,179.630005,179.630005,99.733208,0,213
2014-07-30,180.380005,180.380005,180.380005,180.380005,100.14962,0,214
2014-07-31,177.089996,177.089996,177.089996,177.089996,98.322945,0,215
2014-08-01,176.389999,176.389999,176.389999,176.389999,97.934326,0,216
2014-08-04,177.800003,177.800003,177.800003,177.800003,98.717194,0,217
2014-08-05,176.089996,176.089996,176.089996,176.089996,97.767738,0,218
2014-08-06,175.440002,175.440002,175.440002,175.440002,97.406845,0,219
2014-08-07,174.210007,174.210007,174.210007,174.210007,96.723976,0,220
2014-08-08,176.050003,176.050003,176.050003,176.050003,97.745537,0,221
2014-08-11,176.320007,176.320007,176.320007,176.320007,97.895454,0,222
2014-08-12,176.100006,176.100006,176.100006,176.100006,97.7733,0,223
2014-08-13,177.110001,177.110001,177.110001,177.110001,98.334076,0,224
2014-08-14,177.919998,177.919998,177.919998,177.919998,98.783798,0,225
2014-08-15,177.550003,177.550003,177.550003,177.550003,98.578377,0,226
2014-08-18,179.119995,179.119995,179.119995,179.119995,99.45005,0,227
2014-08-19,179.699997,179.699997,179.699997,179.699997,99.772064,0,228
2014-08-20,180.029999,180.029999,180.029999,180.029999,99.955315,0,229
2014-08-21,181.380005,181.380005,181.380005,181.380005,100.704834,0,230
2014-08-22,180.809998,180.809998,180.809998,180.809998,100.388359,0,231
2014-08-25,181.800003,181.800003,181.800003,181.800003,100.938042,0,232
2014-08-26,182.320007,182.320007,182.320007,182.320007,101.226723,0,233
2014-08-27,182.419998,182.419998,182.419998,182.419998,101.282265,0,234
2014-08-28,181.869995,181.869995,181.869995,181.869995,100.976891,0,235
2014-08-29,182.529999,182.529999,182.529999,182.529999,101.343315,0,236
2014-09-02,182.789993,182.789993,182.789993,182.789993,101.487648,0,237
2014-09-03,183.139999,183.139999,183.139999,183.139999,101.682022,0,238
2014-09-04,182.740005,182.740005,182.740005,182.740005,101.459908,0,239
2014-09-05,183.600006,183.600006,183.600006,183.600006,101.937424,0,240
2014-09-08,183.139999,183.139999,183.139999,183.139999,101.682022,0,241
2014-09-09,182.190002,182.190002,182.190002,182.190002,101.154556,0,242
2014-09-10,182.860001,182.860001,182.860001,182.860001,101.526573,0,243
2014-09-11,183.300003,183.300003,183.300003,183.300003,101.770859,0,244
2014-09-12,182.899994,182.899994,182.899994,182.899994,101.548752,0,245
2014-09-15,182.679993,182.679993,182.679993,182.679993,101.426628,0,246
2014-09-16,183.729996,183.729996,183.729996,183.729996,102.009583,0,247
2014-09-17,184.119995,184.119995,184.119995,184.119995,102.226128,0,248
2014-09-18,185.339996,185.339996,185.339996,185.339996,102.903496,0,249
2014-09-19,184.850006,184.850006,184.850006,184.850006,102.631401,0,250
2014-09-22,183.350006,183.350006,183.350006,183.350006,101.798622,0,251
2014-09-23,181.830002,181.830002,181.830002,181.830002,100.954674,0,252
2014-09-24,182.940002,182.940002,182.940002,182.940002,101.570969,0,253
2014-09-25,179.520004,179.520004,179.520004,179.520004,99.945305,0,254
2014-09-26,180.660004,180.660004,180.660004,180.660004,100.579964,0,255
2014-09-29,180.089996,180.089996,180.089996,180.089996,100.262627,0,256
2014-09-30,179.889999,179.889999,179.889999,179.889999,100.151283,0,257
2014-10-01,177.029999,177.029999,177.029999,177.029999,98.559021,0,258
2014-10-02,176.720001,176.720001,176.720001,176.720001,98.386429,0,259
2014-10-03,178.470001,178.470001,178.470001,178.470001,99.360718,0,260
2014-10-06,178.509995,178.509995,178.509995,178.509995,99.38298,0,261
2014-10-07,175.320007,175.320007,175.320007,175.320007,97.607025,0,262
2014-10-08,178.419998,178.419998,178.419998,178.419998,99.332916,0,263
2014-10-09,173.839996,173.839996,173.839996,173.839996,96.78302,0,264
2014-10-10,170.869995,170.869995,170.869995,170.869995,95.129524,0,265
2014-10-13,168.210007,168.210007,168.210007,168.210007,93.648598,0,266
2014-10-14,167.990005,167.990005,167.990005,167.990005,93.526138,0,267
2014-10-15,166.639999,166.639999,166.639999,166.639999,92.774529,0,268
2014-10-16,166.309998,166.309998,166.309998,166.309998,92.590805,0,269
2014-10-17,168.199997,168.199997,168.199997,168.199997,93.643036,0,270
2014-10-20,169.389999,169.389999,169.389999,169.389999,94.305573,0,271
2014-10-21,173.070007,173.070007,173.070007,173.070007,96.354347,0,272
2014-10-22,171.440002,171.440002,171.440002,171.440002,95.446907,0,273
2014-10-23,174.169998,174.169998,174.169998,174.169998,96.966766,0,274
2014-10-24,175.619995,175.619995,175.619995,175.619995,97.774002,0,275
2014-10-27,174.929993,174.929993,174.929993,174.929993,97.389854,0,276
2014-10-28,176.639999,176.639999,176.639999,176.639999,98.341881,0,277
2014-10-29,176.660004,176.660004,176.660004,176.660004,98.35302,0,278
2014-10-30,177.350006,177.350006,177.350006,177.350006,98.737198,0,279
2014-10-31,179.639999,179.639999,179.639999,179.639999,100.012093,0,280
2014-11-03,179.440002,179.440002,179.440002,179.440002,99.900749,0,281
2014-11-04,178.320007,178.320007,178.320007,178.320007,99.277222,0,282
2014-11-05,179.820007,179.820007,179.820007,179.820007,100.11232,0,283
2014-11-06,180.399994,180.399994,180.399994,180.399994,100.435226,0,284
2014-11-07,180.220001,180.220001,180.220001,180.220001,100.335022,0,285
2014-11-10,180.669998,180.669998,180.669998,180.669998,100.585518,0,286
2014-11-11,180.770004,180.770004,180.770004,180.770004,100.641235,0,287
2014-11-12,180.460007,180.460007,180.460007,180.460007,100.468582,0,288
2014-11-13,181.119995,181.119995,181.119995,181.119995,100.836075,0,289
2014-11-14,181.509995,181.509995,181.509995,181.509995,101.0532,0,290
2014-11-17,181.929993,181.929993,181.929993,181.929993,101.287025,0,291
2014-11-18,182.550003,182.550003,182.550003,182.550003,101.632225,0,292
2014-11-19,182.380005,182.380005,182.380005,182.380005,101.53756,0,293
2014-11-20,182.490005,182.490005,182.490005,182.490005,101.598808,0,294
2014-11-21,183.289993,183.289993,183.289993,183.289993,102.044189,0,295
2014-11-24,184.169998,184.169998,184.169998,184.169998,102.534111,0,296
2014-11-25,184.330002,184.330002,184.330002,184.330002,102.623207,0,297
2014-11-26,184.809998,184.809998,184.809998,184.809998,102.890411,0,298
2014-11-28,184.119995,184.119995,184.119995,184.119995,102.506294,0,299
2014-12-01,183.080002,183.080002,183.080002,183.080002,101.927292,0,300
2014-12-02,184.020004,184.020004,184.020004,184.020004,102.45063,0,301
2014-12-03,184.729996,184.729996,184.729996,184.729996,102.845886,0,302
2014-12-04,184.520004,184.520004,184.520004,184.520004,102.728943,0,303
2014-12-05,185.399994,185.399994,185.399994,185.399994,103.218918,0,304
2014-12-08,183.789993,183.789993,183.789993,183.789993,102.32254,0,305
2014-12-09,183.669998,183.669998,183.669998,183.669998,102.25576,0,306
2014-12-10,180.970001,180.970001,180.970001,180.970001,100.752563,0,307
2014-12-11,181.800003,181.800003,181.800003,181.800003,101.214684,0,308
2014-12-12,178.729996,178.729996,178.729996,178.729996,99.505486,0,309
2014-12-15,177.369995,177.369995,177.369995,177.369995,98.748283,0,310
2014-12-16,176.039993,176.039993,176.039993,176.039993,98.00782,0,311
2014-12-17,179.059998,179.059998,179.059998,179.059998,99.689171,0,312
2014-12-18,183.539993,183.539993,183.539993,183.539993,102.183365,0,313
2014-12-19,181.479996,181.479996,181.479996,181.479996,101.036507,0,314
2014-12-22,182.279999,182.279999,182.279999,182.279999,103.153008,0,315
2014-12-23,183.130005,183.130005,183.130005,183.130005,103.634003,0,316
2014-12-24,183.020004,183.020004,183.020004,183.020004,103.57177,0,317
2014-12-26,183.309998,183.309998,183.309998,183.309998,103.735886,0,318
2014-12-29,183.320007,183.320007,183.320007,183.320007,103.741516,0,319
2014-12-30,182.669998,182.669998,182.669998,182.669998,103.373672,0,320
2014-12-31,180.940002,180.940002,180.940002,180.940002,102.394669,0,321
2015-01-02,180.699997,180.699997,180.699997,180.699997,102.258873,0,322
2015-01-05,177.070007,177.070007,177.070007,177.070007,100.204613,0,323
2015-01-06,175.070007,175.070007,175.070007,175.070007,99.072823,0,324
2015-01-07,176.600006,176.600006,176.600006,176.600006,99.938629,0,325
2015-01-08,180.279999,180.279999,180.279999,180.279999,102.021187,0,326
2015-01-09,178.570007,178.570007,178.570007,178.570007,101.053474,0,327
2015-01-12,176.839996,176.839996,176.839996,176.839996,100.074501,0,328
2015-01-13,176.570007,176.570007,176.570007,176.570007,99.921661,0,329
2015-01-14,174.779999,174.779999,174.779999,174.779999,98.908684,0,330
2015-01-15,173.630005,173.630005,173.630005,173.630005,98.257904,0,331
2015-01-16,175.970001,175.970001,175.970001,175.970001,99.582138,0,332
2015-01-20,175.419998,175.419998,175.419998,175.419998,99.270874,0,333
2015-01-21,176.119995,176.119995,176.119995,176.119995,99.667023,0,334
2015-01-22,179.149994,179.149994,179.149994,179.149994,101.381683,0,335
2015-01-23,177.979996,177.979996,177.979996,177.979996,100.719604,0,336
2015-01-26,178.339996,178.339996,178.339996,178.339996,100.923325,0,337
2015-01-27,176.139999,176.139999,176.139999,176.139999,99.678329,0,338
2015-01-28,172.419998,172.419998,172.419998,172.419998,97.573181,0,339
2015-01-29,173.850006,173.850006,173.850006,173.850006,98.382423,0,340
2015-01-30,171.059998,171.059998,171.059998,171.059998,96.803513,0,341
2015-02-02,173.5,173.5,173.5,173.5,98.184326,0,342
2015-02-03,176.580002,176.580002,176.580002,176.580002,99.927322,0,343
2015-02-04,176.240005,176.240005,176.240005,176.240005,99.734932,0,344
2015-02-05,177.830002,177.830002,177.830002,177.830002,100.634697,0,345
2015-02-06,178.330002,178.330002,178.330002,178.330002,100.917656,0,346
2015-02-09,178,178,178,178,100.730927,0,347
2015-02-10,179.449997,179.449997,179.449997,179.449997,101.55146,0,348
2015-02-11,179.380005,179.380005,179.380005,179.380005,101.511879,0,349
2015-02-12,181.229996,181.229996,181.229996,181.229996,102.558762,0,350
2015-02-13,182.470001,182.470001,182.470001,182.470001,103.260506,0,351
2015-02-17,182.940002,182.940002,182.940002,182.940002,103.526482,0,352
2015-02-18,181.940002,181.940002,181.940002,181.940002,102.960587,0,353
2015-02-19,181.990005,181.990005,181.990005,181.990005,102.988876,0,354
2015-02-20,183.070007,183.070007,183.070007,183.070007,103.600044,0,355
2015-02-23,182.720001,182.720001,182.720001,182.720001,103.401978,0,356
2015-02-24,183.550003,183.550003,183.550003,183.550003,103.871666,0,357
2015-02-25,183,183,183,183,103.560417,0,358
2015-02-26,182.020004,182.020004,182.020004,182.020004,103.005867,0,359
2015-02-27,181.830002,181.830002,181.830002,181.830002,102.898308,0,360
2015-03-02,183.110001,183.110001,183.110001,183.110001,103.622696,0,361
2015-03-03,182.550003,182.550003,182.550003,182.550003,103.305786,0,362
2015-03-04,181.899994,181.899994,181.899994,181.899994,102.937912,0,363
2015-03-05,182.050003,182.050003,182.050003,182.050003,103.02282,0,364
2015-03-06,180.580002,180.580002,180.580002,180.580002,102.190964,0,365
2015-03-09,181.240005,181.240005,181.240005,181.240005,102.564476,0,366
2015-03-10,177.570007,177.570007,177.570007,177.570007,100.487572,0,367
2015-03-11,177.630005,177.630005,177.630005,177.630005,100.521523,0,368
2015-03-12,179.800003,179.800003,179.800003,179.800003,101.749527,0,369
2015-03-13,178.699997,178.699997,178.699997,178.699997,101.127052,0,370
2015-03-16,180.919998,180.919998,180.919998,180.919998,102.383331,0,371
2015-03-17,180.309998,180.309998,180.309998,180.309998,102.038155,0,372
2015-03-18,182.220001,182.220001,182.220001,182.220001,103.119019,0,373
2015-03-19,180.729996,180.729996,180.729996,180.729996,102.275818,0,374
2015-03-20,182.789993,182.789993,182.789993,182.789993,103.441589,0,375
2015-03-23,182.470001,182.470001,182.470001,182.470001,103.260506,0,376
2015-03-24,181.339996,181.339996,181.339996,181.339996,102.62104,0,377
2015-03-25,178.660004,178.660004,178.660004,178.660004,101.104424,0,378
2015-03-26,175.660004,175.660004,175.660004,175.660004,100.655754,0,379
2015-03-27,175.75,175.75,175.75,175.75,100.707306,0,380
2015-03-30,177.789993,177.789993,177.789993,177.789993,101.876266,0,381
2015-03-31,176.550003,176.550003,176.550003,176.550003,101.165733,0,382
2015-04-01,176.289993,176.289993,176.289993,176.289993,101.016739,0,383
2015-04-02,177.389999,177.389999,177.389999,177.389999,101.647064,0,384
2015-04-06,178.699997,178.699997,178.699997,178.699997,102.397682,0,385
2015-04-07,178.570007,178.570007,178.570007,178.570007,102.323204,0,386
2015-04-08,179.119995,179.119995,179.119995,179.119995,102.638359,0,387
2015-04-09,180.460007,180.460007,180.460007,180.460007,103.406181,0,388
